"subject","date","overall_time","trial_count","click_order","prompt_rt_sec","selection_rt_ms","pressed_object","line_width","top_x","top_y","bottom_x","bottom_y","line_id","line_orientation","selected_or_released","accuracy","possible_thinnest_lines","is_practice","is_anomaly_trial","anomaly_mid_x","anomaly_mid_y","anomaly_line_id","anomaly_group","drop_marker","indecision_trial","accuracy_type","selection_rt_ms_relative","accuracy_numeric"
59,"2021_Oct_29_1030","0 days 00:06:50.332219000",4,2,17.6819700000005,1530.392,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_4",0,"hit",1034.451,1
59,"2021_Oct_29_1030","0 days 00:06:52.034076000",4,3,17.6819700000005,3233.251,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_4",0,"hit",1702.859,1
59,"2021_Oct_29_1030","0 days 00:07:07.098043000",5,1,11.9377271000003,814.965,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_5",0,"hit",814.965,1
59,"2021_Oct_29_1030","0 days 00:07:07.932730000",5,2,11.9377271000003,1649.652,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_5",0,"hit",834.687,1
59,"2021_Oct_29_1030","0 days 00:07:09.200391000",5,3,11.9377271000003,2917.313,"line",1,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_5",0,"hit",1267.661,1
59,"2021_Oct_29_1030","0 days 00:07:30.172117000",6,1,15.2459243000003,582.599,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,7,"False","False",NA,NA,"",NA,"59_6",0,"hit",582.599,1
59,"2021_Oct_29_1030","0 days 00:07:33.074049000",6,2,15.2459243000003,3484.531,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,7,"False","False",NA,NA,"",NA,"59_6",0,"hit",2901.932,1
59,"2021_Oct_29_1030","0 days 00:07:35.377229000",6,3,15.2459243000003,5787.711,"line",1,-204.596567073625,400,-204.596567073625,280,"r0c0_right","vertical","selected",NA,7,"False","False",NA,NA,"",NA,"59_6",0,"hit",2303.18,1
59,"2021_Oct_29_1030","0 days 00:07:55.363083000",7,1,13.4631212000004,815.032,"line",1,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,5,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_7",0,"hit",815.032,1
59,"2021_Oct_29_1030","0 days 00:07:56.797921000",7,2,13.4631212000004,2249.87,"line",1,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,5,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_7",0,"hit",1434.838,1
59,"2021_Oct_29_1030","0 days 00:07:58.065993000",7,3,13.4631212000004,3517.942,"line",1.3333,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,5,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_7",0,"hit",1268.072,1
59,"2021_Oct_29_1030","0 days 00:08:21.807037000",8,1,20.5366933999994,1082.112,"line",1.3333,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_8",0,"hit",1082.112,1
59,"2021_Oct_29_1030","0 days 00:08:22.574389000",8,2,20.5366933999994,1849.464,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_8",0,"hit",767.352,1
59,"2021_Oct_29_1030","0 days 00:08:23.241578000",8,3,20.5366933999994,2516.653,"line",1.3333,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_8",0,"hit",667.189,1
59,"2021_Oct_29_1030","0 days 00:08:38.674199000",9,1,11.7113456999996,983.432,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_9",0,"hit",983.432,1
59,"2021_Oct_29_1030","0 days 00:08:39.475223000",9,2,11.7113456999996,1784.456,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_9",0,"hit",801.024,1
59,"2021_Oct_29_1030","0 days 00:08:40.241596000",9,3,11.7113456999996,2550.829,"line",1.6667,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_9",0,"hit",766.373,1
59,"2021_Oct_29_1030","0 days 00:08:59.512721000",10,1,15.9010343,383.042,"line",1.6667,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_10",0,"hit",383.042,1
59,"2021_Oct_29_1030","0 days 00:09:00.578410000",10,2,15.9010343,1448.731,"line",1.6667,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_10",0,"hit",1065.689,1
59,"2021_Oct_29_1030","0 days 00:09:01.246031000",10,3,15.9010343,2116.352,"line",1.6667,186.210298779124,280,283.912015242312,210.326657894522,"r0c3_bottom_left","back_slash","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_10",0,"hit",667.621,1
59,"2021_Oct_29_1030","0 days 00:09:14.759390000",11,1,10.7336446999998,880.59,"line",1,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_11",0,"hit",880.59,1
59,"2021_Oct_29_1030","0 days 00:09:15.960609000",11,2,10.7336446999998,2081.809,"line",1,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_11",0,"hit",1201.219,1
59,"2021_Oct_29_1030","0 days 00:09:18.963412000",11,3,10.7336446999998,5084.612,"line",1,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_11",0,"hit",3002.803,1
59,"2021_Oct_29_1030","0 days 00:09:44.174341000",12,1,21.5781215000006,616.21,"line",1,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,4,"False","True",-58.0439923788441,245.163328947261,"r0c1_bottom_right",2,"59_12",0,"hit",616.21,1
59,"2021_Oct_29_1030","0 days 00:09:45.439950000",12,2,21.5781215000006,1881.819,"line",1.3333,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,4,"False","True",-58.0439923788441,245.163328947261,"r0c1_bottom_right",2,"59_12",0,"hit",1265.609,1
59,"2021_Oct_29_1030","0 days 00:09:51.812843000",12,3,21.5781215000006,8254.712,"line",1.3333,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,4,"False","True",-58.0439923788441,245.163328947261,"r0c1_bottom_right",2,"59_12",0,"hit",6372.893,1
59,"2021_Oct_29_1030","0 days 00:10:22.511029000",13,1,25.0907434999999,698.653,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,6,"False","False",NA,NA,"",NA,"59_13",0,"hit",698.653,1
59,"2021_Oct_29_1030","0 days 00:10:24.447007000",13,2,25.0907434999999,2634.631,"line",1.3333,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,6,"False","False",NA,NA,"",NA,"59_13",0,"hit",1935.978,1
59,"2021_Oct_29_1030","0 days 00:10:30.286102000",13,3,25.0907434999999,8473.726,"line",1.6667,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,6,"False","False",NA,NA,"",NA,"59_13",0,"false_alarm",5839.095,0
59,"2021_Oct_29_1030","0 days 00:10:53.842170000",14,1,19.8046903000004,648.405,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","True",137.359440547531,-134.183355263694,"r2c2_bottom_right",2,"59_14",0,"hit",648.405,1
59,"2021_Oct_29_1030","0 days 00:10:58.346268000",14,2,19.8046903000004,5152.503,"line",1.6667,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","True",137.359440547531,-134.183355263694,"r2c2_bottom_right",2,"59_14",0,"hit",4504.098,1
59,"2021_Oct_29_1030","0 days 00:11:07.655888000",14,3,19.8046903000004,14462.123,"line",2,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","True",137.359440547531,-134.183355263694,"r2c2_bottom_right",2,"59_14",0,"false_alarm",9309.62,0
59,"2021_Oct_29_1030","0 days 00:11:22.789859000",15,1,10.1496988999997,616.921,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_15",0,"hit",616.921,1
59,"2021_Oct_29_1030","0 days 00:11:24.889802000",15,2,10.1496988999997,2716.864,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_15",0,"hit",2099.943,1
59,"2021_Oct_29_1030","0 days 00:11:32.264253000",15,3,10.1496988999997,10091.315,"line",1.6667,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_15",0,"false_alarm",7374.451,0
59,"2021_Oct_29_1030","0 days 00:12:03.178970000",16,1,26.7275608,849.277,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_16",0,"hit",849.277,1
59,"2021_Oct_29_1030","0 days 00:12:03.945955000",16,2,26.7275608,1616.262,"line",1.6667,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_16",0,"false_alarm",766.985,0
59,"2021_Oct_29_1030","0 days 00:12:05.480610000",16,3,26.7275608,3150.917,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_16",0,"hit",1534.655,1
59,"2021_Oct_29_1030","0 days 00:12:31.939784000",17,1,23.6163110999996,879.456,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_17",0,"hit",879.456,1
59,"2021_Oct_29_1030","0 days 00:12:33.175947000",17,2,23.6163110999996,2115.619,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_17",0,"hit",1236.163,1
59,"2021_Oct_29_1030","0 days 00:12:33.876566000",17,3,23.6163110999996,2816.238,"line",1.3333,186.210298779124,20.6533157890446,186.210298779124,-99.3466842109554,"r2c2_right","vertical","selected",NA,4,"False","False",NA,NA,"",NA,"59_17",0,"hit",700.619,1
59,"2021_Oct_29_1030","0 days 00:12:48.524761000",18,1,11.4306601999997,649.067,"line",1,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,4,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_18",0,"hit",649.067,1
59,"2021_Oct_29_1030","0 days 00:12:49.624591000",18,2,11.4306601999997,1748.897,"line",1,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,4,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_18",0,"hit",1099.83,1
59,"2021_Oct_29_1030","0 days 00:12:50.458076000",18,3,11.4306601999997,2582.382,"line",1,186.210298779124,400,186.210298779124,280,"r0c2_right","vertical","selected",NA,4,"False","True",39.6577240843433,55.4899868417834,"r1c1_bottom_right",0,"59_18",0,"hit",833.485,1
59,"2021_Oct_29_1030","0 days 00:13:07.143207000",19,1,13.1134814999996,1316.485,"line",1.3333,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_19",0,"hit",1316.485,1
59,"2021_Oct_29_1030","0 days 00:13:09.981397000",19,2,13.1134814999996,4154.675,"line",1.6667,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_19",0,"hit",2838.19,1
59,"2021_Oct_29_1030","0 days 00:13:15.784863000",19,3,13.1134814999996,9958.141,"line",1.6667,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_19",0,"hit",5803.466,1
59,"2021_Oct_29_1030","0 days 00:13:34.204232000",20,1,15.5493960000003,397.578,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_20",0,"hit",397.578,1
59,"2021_Oct_29_1030","0 days 00:13:35.104557000",20,2,15.5493960000003,1297.903,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,4,"False","False",NA,NA,"",NA,"59_20",0,"hit",900.325,1
59,"2021_Oct_29_1030","0 days 00:13:35.637504000",20,3,15.5493960000003,1830.85,"line",1.6667,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_20",0,"hit",532.947,1
59,"2021_Oct_29_1030","0 days 00:14:01.997590000",21,1,22.6449015999997,613.796,"line",1.3333,186.210298779124,280,283.912015242312,210.326657894522,"r0c3_bottom_left","back_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_21",0,"hit",613.796,1
59,"2021_Oct_29_1030","0 days 00:14:03.131566000",21,2,22.6449015999997,1747.772,"line",1.6667,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_21",0,"hit",1133.976,1
59,"2021_Oct_29_1030","0 days 00:14:04.666974000",21,3,22.6449015999997,3283.18,"line",1.6667,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_21",0,"hit",1535.408,1
59,"2021_Oct_29_1030","0 days 00:15:15.004500000",23,1,15.6065565999997,814.952,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_23",0,"hit",814.952,1
59,"2021_Oct_29_1030","0 days 00:15:16.204743000",23,2,15.6065565999997,2015.195,"line",1.6667,186.210298779124,400,186.210298779124,280,"r0c2_right","vertical","selected",NA,5,"False","False",NA,NA,"",NA,"59_23",0,"hit",1200.243,1
59,"2021_Oct_29_1030","0 days 00:15:17.840247000",23,3,15.6065565999997,3650.699,"line",2,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,5,"False","False",NA,NA,"",NA,"59_23",0,"hit",1635.504,1
59,"2021_Oct_29_1030","0 days 00:15:42.365136000",24,1,19.8522342999995,448.827,"line",1,88.508582315937,-169.020026316433,88.508582315937,-289.020026316433,"r3c1_right","vertical","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_24",0,"hit",448.827,1
59,"2021_Oct_29_1030","0 days 00:15:42.932279000",24,2,19.8522342999995,1015.97,"line",1.3333,186.210298779124,20.6533157890446,186.210298779124,-99.3466842109554,"r2c2_right","vertical","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_24",0,"hit",567.143,1
59,"2021_Oct_29_1030","0 days 00:15:44.199419000",24,3,19.8522342999995,2283.11,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,3,"False","True",137.359440547531,245.163328947261,"r0c2_bottom_right",2,"59_24",0,"hit",1267.14,1
59,"2021_Oct_29_1030","0 days 00:16:14.879879000",25,1,27.5103381999998,547.731,"line",1,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_25",0,"hit",547.731,1
59,"2021_Oct_29_1030","0 days 00:16:15.729907000",25,2,27.5103381999998,1397.759,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_25",0,"hit",850.028,1
59,"2021_Oct_29_1030","0 days 00:16:16.899095000",25,3,27.5103381999998,2566.947,"line",1.6667,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_25",0,"false_alarm",1169.188,0
59,"2021_Oct_29_1030","0 days 00:17:14.854014000",27,1,11.0250852999998,1281.985,"line",2,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_27",0,"false_alarm",1281.985,0
59,"2021_Oct_29_1030","0 days 00:17:15.855179000",27,2,11.0250852999998,2283.15,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_27",0,"hit",1001.165,1
59,"2021_Oct_29_1030","0 days 00:17:17.757272000",27,3,11.0250852999998,4185.243,"line",1.6667,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_27",0,"hit",1902.093,1
59,"2021_Oct_29_1030","0 days 00:17:37.710314000",28,1,9.74221960000068,763.949,"line",1,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,7,"False","False",NA,NA,"",NA,"59_28",0,"hit",763.949,1
59,"2021_Oct_29_1030","0 days 00:17:38.743406000",28,2,9.74221960000068,1797.041,"line",1,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,7,"False","False",NA,NA,"",NA,"59_28",0,"hit",1033.092,1
59,"2021_Oct_29_1030","0 days 00:17:39.343815000",28,3,9.74221960000068,2397.45,"line",1.3333,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,7,"False","False",NA,NA,"",NA,"59_28",0,"hit",600.409,1
59,"2021_Oct_29_1030","0 days 00:17:53.176308000",29,1,9.4897160999999,331.449,"line",1.3333,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_29",0,"hit",331.449,1
59,"2021_Oct_29_1030","0 days 00:17:53.874853000",29,2,9.4897160999999,1029.994,"line",1.6667,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_29",0,"hit",698.545,1
59,"2021_Oct_29_1030","0 days 00:17:54.642365000",29,3,9.4897160999999,1797.506,"line",2,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_29",0,"false_alarm",767.512,0
59,"2021_Oct_29_1030","0 days 00:18:13.310049000",30,1,12.7843701000002,1748.808,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_30",0,"hit",1748.808,1
59,"2021_Oct_29_1030","0 days 00:18:15.545734000",30,2,12.7843701000002,3984.493,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_30",0,"hit",2235.685,1
59,"2021_Oct_29_1030","0 days 00:18:17.347266000",30,3,12.7843701000002,5786.025,"line",1.6667,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_30",0,"false_alarm",1801.532,0
59,"2021_Oct_29_1030","0 days 00:18:35.565767000",31,1,14.4311134,448.538,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_31",0,"hit",448.538,1
59,"2021_Oct_29_1030","0 days 00:18:36.698877000",31,2,14.4311134,1581.648,"line",1.6667,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_31",0,"hit",1133.11,1
59,"2021_Oct_29_1030","0 days 00:18:37.569037000",31,3,14.4311134,2451.808,"line",1.3333,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_31",0,"hit",870.16,1
59,"2021_Oct_29_1030","0 days 00:18:54.950983000",32,1,14.6367930000006,415.545,"line",1.3333,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_32",0,"hit",415.545,1
59,"2021_Oct_29_1030","0 days 00:18:55.618306000",32,2,14.6367930000006,1082.868,"line",1.3333,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_32",0,"hit",667.323,1
59,"2021_Oct_29_1030","0 days 00:18:56.220081000",32,3,14.6367930000006,1684.643,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_32",0,"hit",601.775,1
59,"2021_Oct_29_1030","0 days 00:19:21.709908000",33,1,22.9855279000003,580.616,"line",2,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_33",0,"false_alarm",580.616,0
59,"2021_Oct_29_1030","0 days 00:19:22.476767000",33,2,22.9855279000003,1347.475,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_33",0,"hit",766.859,1
59,"2021_Oct_29_1030","0 days 00:19:23.544712000",33,3,22.9855279000003,2415.42,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,3,"False","False",NA,NA,"",NA,"59_33",0,"hit",1067.945,1
59,"2021_Oct_29_1030","0 days 00:19:42.196680000",34,1,15.5032533000003,564.142,"line",1,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,4,"False","False",NA,NA,"",NA,"59_34",0,"hit",564.142,1
