participant,trial_count,line_width,line_id,line_orientation
85,10,1.3333,r0c3_bottom_left,back_slash
85,10,1.3333,r3c1_right,vertical
85,11,1.3333,r0c2_bottom_left,back_slash
85,11,1.3333,r1c1_bottom_left,back_slash
85,11,1.3333,r1c1_right,vertical
85,11,1.3333,r1c2_right,vertical
85,11,1.3333,r3c1_right,vertical
85,12,1.0,r0c1_bottom_right,forward_slash
85,12,1.0,r2c0_bottom_right,forward_slash
85,12,1.3333,r0c3_bottom_right,forward_slash
85,13,1.3333,r0c1_right,vertical
85,13,1.3333,r1c0_right,vertical
85,13,1.3333,r2c1_bottom_left,back_slash
85,13,1.3333,r2c1_right,vertical
85,13,1.3333,r2c2_right,vertical
85,14,1.0,r0c0_right,vertical
85,14,1.3333,r1c0_bottom_left,back_slash
85,14,1.3333,r1c1_bottom_right,forward_slash
85,14,1.3333,r1c2_bottom_left,back_slash
85,15,1.0,r1c1_bottom_left,back_slash
85,15,1.3333,r0c1_right,vertical
85,15,1.6667,r0c1_bottom_left,back_slash
85,15,1.6667,r1c0_bottom_left,back_slash
85,15,1.6667,r2c3_bottom_right,forward_slash
85,16,1.3333,r0c1_bottom_left,back_slash
85,16,1.3333,r1c0_bottom_right,forward_slash
85,16,1.3333,r1c2_bottom_right,forward_slash
85,17,1.0,r1c1_bottom_right,forward_slash
85,17,1.3333,r0c1_bottom_left,back_slash
85,17,1.3333,r1c0_bottom_right,forward_slash
85,18,1.3333,r0c2_right,vertical
85,18,1.3333,r1c2_right,vertical
85,18,1.3333,r2c1_right,vertical
85,19,1.0,r0c2_right,vertical
85,19,1.0,r1c1_bottom_right,forward_slash
85,19,1.6667,r0c1_right,vertical
85,19,1.6667,r0c2_bottom_left,back_slash
85,19,1.6667,r1c2_bottom_right,forward_slash
85,19,1.6667,r2c0_bottom_right,forward_slash
85,19,1.6667,r2c0_right,vertical
85,19,1.6667,r2c1_bottom_left,back_slash
85,20,1.3333,r0c3_bottom_right,forward_slash
85,20,1.3333,r1c2_bottom_right,forward_slash
85,20,1.3333,r3c1_right,vertical
85,21,1.0,r1c0_bottom_right,forward_slash
85,21,1.0,r2c1_bottom_left,back_slash
85,21,1.3333,r0c1_bottom_left,back_slash
85,21,1.3333,r2c1_bottom_right,forward_slash
85,21,1.3333,r2c3_bottom_right,forward_slash
85,22,1.3333,r0c2_right,vertical
85,22,1.3333,r1c2_bottom_right,forward_slash
85,22,1.6667,r2c0_right,vertical
85,22,1.6667,r2c1_bottom_right,forward_slash
85,22,1.6667,r2c1_right,vertical
85,23,1.3333,r0c3_bottom_right,forward_slash
85,23,1.3333,r2c1_bottom_left,back_slash
85,23,1.3333,r2c2_bottom_left,back_slash
85,24,1.0,r3c1_right,vertical
85,24,1.3333,r0c1_bottom_left,back_slash
85,24,1.3333,r1c0_bottom_left,back_slash
85,24,1.3333,r2c0_right,vertical
85,25,1.3333,r0c0_bottom_right,forward_slash
85,25,1.3333,r2c3_bottom_left,back_slash
85,25,1.6667,r1c1_right,vertical
85,26,1.0,r1c1_right,vertical
85,26,1.0,r3c2_right,vertical
85,26,1.3333,r1c2_right,vertical
85,26,1.3333,r2c3_bottom_right,forward_slash
85,27,1.0,r2c3_bottom_left,back_slash
85,27,1.3333,r1c2_bottom_left,back_slash
85,27,1.3333,r2c1_bottom_right,forward_slash
85,28,1.0,r2c2_bottom_left,back_slash
85,28,1.3333,r0c2_bottom_left,back_slash
85,28,1.3333,r2c2_right,vertical
85,29,1.0,r1c1_right,vertical
85,29,1.3333,r0c3_bottom_left,back_slash
85,29,1.3333,r1c1_bottom_right,forward_slash
