participant,date,overall_time,trial_count,click_order,prompt_rt_sec,selection_rt_ms,pressed_object,line_width,top_x,top_y,bottom_x,bottom_y,line_id,line_orientation,selected_or_released,accuracy,possible_thinnest_lines,is_practice,is_anomaly_trial,anomaly_mid_x,anomaly_mid_y,anomaly_line_id,anomaly_group
84,2021_Nov_16_1600,0 days 00:16:07.059662000,71,1,1.629958200006513,3366.441,line,1.6667,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:16:10.229930000,71,2,1.629958200006513,6536.709,line,1.6667,186.21029877912443,20.653315789044555,186.21029877912443,-99.34668421095544,r2c2_right,vertical,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:16:11.630865000,71,3,1.629958200006513,7937.644,line,1.6667,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:16:12.315983000,71,4,1.629958200006513,8622.762,submit,,,,,,,,,1.0,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:16:14.901286000,72,1,1.0768260000040755,863.496,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:15.968347000,72,2,1.0768260000040755,1930.557,line,1.0,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:17.070050000,72,3,1.0768260000040755,3032.26,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:18.556484000,72,4,1.0768260000040755,4518.6939999999995,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,released,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:19.738895000,72,5,1.0768260000040755,5701.105,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:20.841989000,72,6,1.0768260000040755,6804.199,submit,,,,,,,,,1.0,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:22.508280000,73,1,0.7891107000032207,346.142,line,1.0,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:26.229865000,73,2,0.7891107000032207,4067.727,line,1.3333,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:27.196877000,73,3,0.7891107000032207,5034.739,line,1.3333,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:28.200017000,73,4,0.7891107000032207,6037.879,submit,,,,,,,,,1.0,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:35.020797000,74,1,1.286636599994381,4984.209,line,2.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:36.341500000,74,2,1.286636599994381,6304.912,line,1.6667,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:36.940826000,74,3,1.286636599994381,6904.238,line,1.6667,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:38.241671000,74,4,1.286636599994381,8205.083,line,2.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,released,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:39.642082000,74,5,1.286636599994381,9605.494,line,1.6667,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:43.312452000,74,6,1.286636599994381,13275.864,line,1.6667,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,released,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:43.914181000,74,7,1.286636599994381,13877.593,line,1.6667,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,released,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:44.281005000,74,8,1.286636599994381,14244.417,line,1.6667,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:46.063355000,74,9,1.286636599994381,16026.767,line,1.6667,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,released,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:47.766963000,74,10,1.286636599994381,17730.375,line,1.6667,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:49.219101000,74,11,1.286636599994381,19182.513,line,2.0,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:50.020506000,74,12,1.286636599994381,19983.918,submit,,,,,,,,,0.6666666666666666,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:52.121876000,75,1,0.8371707999904174,647.137,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:53.156999000,75,2,0.8371707999904174,1682.26,line,1.0,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:54.840555000,75,3,0.8371707999904174,3365.816,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:57.343589000,75,4,0.8371707999904174,5868.85,line,1.0,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,released,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:58.878159000,75,5,0.8371707999904174,7403.42,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:16:59.779769000,75,6,0.8371707999904174,8305.03,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,released,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:01.631687000,75,7,0.8371707999904174,10156.948,line,1.0,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:02.998543000,75,8,0.8371707999904174,11523.804,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,released,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:03.564334000,75,9,0.8371707999904174,12089.595,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,released,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:05.701423000,75,10,0.8371707999904174,14226.684,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:06.903444000,75,11,0.8371707999904174,15428.705,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:07.772279000,75,12,0.8371707999904174,16297.54,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:11.440476000,76,1,1.5677704000117956,1514.0059999999999,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:13.425775000,76,2,1.5677704000117956,3499.305,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:15.928696000,76,3,1.5677704000117956,6002.226,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:17.198566000,76,4,1.5677704000117956,7272.096,submit,,,,,,,,,0.3333333333333333,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:19.799052000,77,1,0.6503382999944733,1282.48,line,1.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:24.972494000,77,2,0.6503382999944733,6455.9220000000005,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:26.106493000,77,3,0.6503382999944733,7589.921,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:27.075916000,77,4,0.6503382999944733,8559.344000000001,submit,,,,,,,,,0.6666666666666666,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:29.909437000,78,1,1.544862299997476,713.446,line,1.6667,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:31.478325000,78,2,1.544862299997476,2282.334,line,1.0,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:33.994654000,78,3,1.544862299997476,4798.6630000000005,line,1.3333,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:34.949471000,78,4,1.544862299997476,5753.48,submit,,,,,,,,,0.6666666666666666,7,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:40.100975000,79,1,2.9872944000089774,1480.08,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:41.270232000,79,2,2.9872944000089774,2649.337,line,1.6667,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:42.373780000,79,3,2.9872944000089774,3752.885,line,1.6667,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:43.208273000,79,4,2.9872944000089774,4587.378,submit,,,,,,,,,1.0,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:46.992442000,80,1,2.807711899993592,313.38,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:49.212097000,80,2,2.807711899993592,2533.035,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:50.030395000,80,3,2.807711899993592,3351.333,line,1.3333,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:50.613539000,80,4,2.807711899993592,3934.477,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:55.001941000,81,1,2.373774899999262,1448.9,line,2.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:56.336859000,81,2,2.373774899999262,2783.818,line,1.3333,-106.8948506104378,-169.02002631643313,-106.8948506104378,-289.02002631643313,r3c0_right,vertical,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:58.607100000,81,3,2.373774899999262,5054.059,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:17:59.290261000,81,4,2.373774899999262,5737.22,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:01.090353000,82,1,0.9382528999994975,313.617,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:02.025379000,82,2,0.9382528999994975,1248.643,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:03.859759000,82,3,0.9382528999994975,3083.023,line,1.6667,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:04.912820000,82,4,0.9382528999994975,4136.084,submit,,,,,,,,,0.3333333333333333,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:07.080263000,83,1,0.9213555000023916,630.156,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:08.348480000,83,2,0.9213555000023916,1898.373,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:10.217802000,83,3,0.9213555000023916,3767.695,line,1.3333,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:11.252870000,83,4,0.9213555000023916,4802.763,submit,,,,,,,,,1.0,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:13.636949000,84,1,0.9550271000043722,748.215,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:18:14.870528000,84,2,0.9550271000043722,1981.7939999999999,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:18:16.155147000,84,3,0.9550271000043722,3266.413,line,1.0,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:18:16.923218000,84,4,0.9550271000043722,4034.484,submit,,,,,,,,,1.0,4,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
84,2021_Nov_16_1600,0 days 00:18:20.060636000,85,1,1.6153734999970766,932.933,line,1.0,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
84,2021_Nov_16_1600,0 days 00:18:20.927541000,85,2,1.6153734999970766,1799.838,line,1.0,88.50858231593702,-169.02002631643313,88.50858231593702,-289.02002631643313,r3c1_right,vertical,selected,,3,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
84,2021_Nov_16_1600,0 days 00:18:23.530252000,85,3,1.6153734999970766,4402.549,line,1.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
84,2021_Nov_16_1600,0 days 00:18:24.349217000,85,4,1.6153734999970766,5221.514,submit,,,,,,,,,0.6666666666666666,3,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
84,2021_Nov_16_1600,0 days 00:18:27.615299000,86,1,2.3252505999989808,313.288,line,1.0,88.50858231593702,-169.02002631643313,88.50858231593702,-289.02002631643313,r3c1_right,vertical,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:32.071905000,86,2,2.3252505999989808,4769.894,line,1.6667,-106.8948506104378,-169.02002631643313,-106.8948506104378,-289.02002631643313,r3c0_right,vertical,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:32.871938000,86,3,2.3252505999989808,5569.927,line,1.3333,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:33.892252000,86,4,2.3252505999989808,6590.241,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:36.707643000,87,1,2.1881826000026194,144.705,line,1.6667,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:37.877859000,87,2,2.1881826000026194,1314.921,line,1.3333,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:39.445066000,87,3,2.1881826000026194,2882.128,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:40.080536000,87,4,2.1881826000026194,3517.598,submit,,,,,,,,,1.0,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:42.566022000,88,1,0.3593414000060875,1465.199,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:43.700219000,88,2,0.3593414000060875,2598.398,line,1.3333,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:45.034122000,88,3,0.3593414000060875,3933.299,line,1.3333,381.6137317054993,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:45.970299000,88,4,0.3593414000060875,4869.476,submit,,,,,,,,,1.0,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:48.370506000,89,1,0.37190869999176357,1549.259,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:49.605056000,89,2,0.37190869999176357,2783.809,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:50.606372000,89,3,0.37190869999176357,3785.125,line,1.6667,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:51.575084000,89,4,0.37190869999176357,4753.8369999999995,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,released,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:52.708510000,89,5,0.37190869999176357,5887.263,line,1.6667,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:54.443852000,89,6,0.37190869999176357,7622.605,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,released,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:55.979074000,89,7,0.37190869999176357,9157.827,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:56.647297000,89,8,0.37190869999176357,9826.05,submit,,,,,,,,,1.0,5,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
84,2021_Nov_16_1600,0 days 00:18:58.797619000,90,1,0.8892628000030527,611.607,line,1.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:18:59.631757000,90,2,0.8892628000030527,1445.745,line,1.0,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:01.885224000,90,3,0.8892628000030527,3699.212,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:02.820412000,90,4,0.8892628000030527,4634.4,submit,,,,,,,,,1.0,5,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:07.724137000,91,1,1.1286751000006916,3233.493,line,1.6667,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:08.591813000,91,2,1.1286751000006916,4101.169,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:09.358739000,91,3,1.1286751000006916,4868.095,line,1.3333,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:10.861563000,91,4,1.1286751000006916,6370.919,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:12.628380000,92,1,0.9844252999901073,280.479,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:15.562979000,92,2,0.9844252999901073,3215.078,line,1.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:16.931179000,92,3,0.9844252999901073,4583.278,line,1.6667,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:18.035476000,92,4,0.9844252999901073,5687.575,submit,,,,,,,,,0.6666666666666666,6,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:20.419429000,93,1,0.784690500004217,1029.294,line,1.0,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,3,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
84,2021_Nov_16_1600,0 days 00:19:21.220321000,93,2,0.784690500004217,1830.1860000000001,line,1.3333,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,3,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
84,2021_Nov_16_1600,0 days 00:19:21.953998000,93,3,0.784690500004217,2563.8630000000003,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,3,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
84,2021_Nov_16_1600,0 days 00:19:22.857491000,93,4,0.784690500004217,3467.3559999999998,submit,,,,,,,,,1.0,3,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
84,2021_Nov_16_1600,0 days 00:19:24.941449000,94,1,0.715225099993404,815.444,line,1.6667,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:25.641317000,94,2,0.715225099993404,1515.312,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:27.592419000,94,3,0.715225099993404,3466.4139999999998,line,1.3333,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:28.362408000,94,4,0.715225099993404,4236.403,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:30.312346000,95,1,0.5857213999988744,815.045,line,1.6667,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:31.147399000,95,2,0.5857213999988744,1650.098,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,4,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:34.583454000,95,3,0.5857213999988744,5086.153,line,1.3333,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:35.402189000,95,4,0.5857213999988744,5904.888,submit,,,,,,,,,0.6666666666666666,4,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:38.504260000,96,1,1.0748091999994358,946.937,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,4,False,False,,,,
84,2021_Nov_16_1600,0 days 00:19:39.072301000,96,2,1.0748091999994358,1514.978,line,1.0,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,4,False,False,,,,
